Food Name,Field Changed,Old Value,New Value,Reference Page (IFCT),Reason,Confidence
Peanut Chutney (Mungfali Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Peanut Chutney (Mungfali Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Peanut Chutney (Mungfali Ki Chutney),calories_kcal,645.0,129.0,N/A,Scaled to 30g,100%
Peanut Chutney (Mungfali Ki Chutney),protein_g,29.5,5.9,N/A,Scaled to 30g,100%
Peanut Chutney (Mungfali Ki Chutney),carbohydrates_g,24.7,4.94,N/A,Scaled to 30g,100%
Peanut Chutney (Mungfali Ki Chutney),fat_g,47.6,9.52,N/A,Scaled to 30g,100%
Peanut Chutney (Mungfali Ki Chutney),fiber_g,6.2,1.24,N/A,Scaled to 30g,100%
Peanut Chutney (Mungfali Ki Chutney),sugar_g,4.4,0.88,N/A,Scaled to 30g,100%
Coconut Chutney (Nariyal Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Coconut Chutney (Nariyal Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Coconut Chutney (Nariyal Ki Chutney),calories_kcal,664.0,132.8,N/A,Scaled to 30g,100%
Coconut Chutney (Nariyal Ki Chutney),protein_g,9.0,1.8,N/A,Scaled to 30g,100%
Coconut Chutney (Nariyal Ki Chutney),carbohydrates_g,20.7,4.14,N/A,Scaled to 30g,100%
Coconut Chutney (Nariyal Ki Chutney),fat_g,62.5,12.5,N/A,Scaled to 30g,100%
Coconut Chutney (Nariyal Ki Chutney),fiber_g,5.4,1.08,N/A,Scaled to 30g,100%
Coconut Chutney (Nariyal Ki Chutney),sugar_g,3.5,0.7,N/A,Scaled to 30g,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),calories_kcal,153.0,30.6,N/A,Scaled to 30g,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),protein_g,4.2,0.84,N/A,Scaled to 30g,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),carbohydrates_g,31.8,6.36,N/A,Scaled to 30g,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),fat_g,0.8,0.16,N/A,Scaled to 30g,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),fiber_g,5.3,1.06,N/A,Scaled to 30g,100%
Mint And Coriander Chutney (Pudinay Aur Dhaniye Ki Chutney),sugar_g,3.1,0.62,N/A,Scaled to 30g,100%
Masala Dosa Mixed Vegetable Fillings,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Masala Dosa Mixed Vegetable Fillings,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Masala Dosa Mixed Vegetable Fillings,calories_kcal,216.0,14.4,N/A,Scaled to 10g,100%
Masala Dosa Mixed Vegetable Fillings,protein_g,7.3,0.49,N/A,Scaled to 10g,100%
Masala Dosa Mixed Vegetable Fillings,carbohydrates_g,34.5,2.3,N/A,Scaled to 10g,100%
Masala Dosa Mixed Vegetable Fillings,fat_g,4.9,0.33,N/A,Scaled to 10g,100%
Masala Dosa Mixed Vegetable Fillings,fiber_g,5.3,0.35,N/A,Scaled to 10g,100%
Masala Dosa Mixed Vegetable Fillings,sugar_g,4.5,0.3,N/A,Scaled to 10g,100%
Spaghetti With Meat Balls And Tomato Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Spaghetti With Meat Balls And Tomato Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Spaghetti With Meat Balls And Tomato Sauce,calories_kcal,395.0,39.5,N/A,Scaled to 15g,100%
Spaghetti With Meat Balls And Tomato Sauce,protein_g,14.0,1.4,N/A,Scaled to 15g,100%
Spaghetti With Meat Balls And Tomato Sauce,carbohydrates_g,26.2,2.62,N/A,Scaled to 15g,100%
Spaghetti With Meat Balls And Tomato Sauce,fat_g,26.6,2.66,N/A,Scaled to 15g,100%
Spaghetti With Meat Balls And Tomato Sauce,fiber_g,6.6,0.66,N/A,Scaled to 15g,100%
Spaghetti With Meat Balls And Tomato Sauce,sugar_g,5.2,0.52,N/A,Scaled to 15g,100%
Spaghetti With Paneer Balls And Tomato Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Spaghetti With Paneer Balls And Tomato Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Spaghetti With Paneer Balls And Tomato Sauce,calories_kcal,396.0,39.6,N/A,Scaled to 15g,100%
Spaghetti With Paneer Balls And Tomato Sauce,protein_g,9.9,0.99,N/A,Scaled to 15g,100%
Spaghetti With Paneer Balls And Tomato Sauce,carbohydrates_g,31.8,3.18,N/A,Scaled to 15g,100%
Spaghetti With Paneer Balls And Tomato Sauce,fat_g,26.1,2.61,N/A,Scaled to 15g,100%
Spaghetti With Paneer Balls And Tomato Sauce,fiber_g,6.7,0.67,N/A,Scaled to 15g,100%
Spaghetti With Paneer Balls And Tomato Sauce,sugar_g,6.1,0.61,N/A,Scaled to 15g,100%
Lasagne With Meat Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Lasagne With Meat Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Lasagne With Meat Sauce,calories_kcal,95.0,9.5,N/A,Scaled to 15g,100%
Lasagne With Meat Sauce,protein_g,4.4,0.44,N/A,Scaled to 15g,100%
Lasagne With Meat Sauce,carbohydrates_g,8.1,0.81,N/A,Scaled to 15g,100%
Lasagne With Meat Sauce,fat_g,5.1,0.51,N/A,Scaled to 15g,100%
Lasagne With Meat Sauce,fiber_g,1.9,0.19,N/A,Scaled to 15g,100%
Lasagne With Meat Sauce,sugar_g,1.1,0.11,N/A,Scaled to 15g,100%
Dry Masala Chops,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Dry Masala Chops,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Dry Masala Chops,calories_kcal,202.0,13.47,N/A,Scaled to 10g,100%
Dry Masala Chops,protein_g,13.6,0.91,N/A,Scaled to 10g,100%
Dry Masala Chops,carbohydrates_g,4.9,0.33,N/A,Scaled to 10g,100%
Dry Masala Chops,fat_g,14.3,0.95,N/A,Scaled to 10g,100%
Dry Masala Chops,fiber_g,0.0,0.0,N/A,Scaled to 10g,100%
Dry Masala Chops,sugar_g,0.0,0.0,N/A,Scaled to 10g,100%
Masala Arbi,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Masala Arbi,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Masala Arbi,calories_kcal,463.0,30.87,N/A,Scaled to 10g,100%
Masala Arbi,protein_g,7.5,0.5,N/A,Scaled to 10g,100%
Masala Arbi,carbohydrates_g,40.4,2.69,N/A,Scaled to 10g,100%
Masala Arbi,fat_g,29.8,1.99,N/A,Scaled to 10g,100%
Masala Arbi,fiber_g,6.5,0.43,N/A,Scaled to 10g,100%
Masala Arbi,sugar_g,3.3,0.22,N/A,Scaled to 10g,100%
Masala Urad Dal Vada,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Masala Urad Dal Vada,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Masala Urad Dal Vada,calories_kcal,212.0,14.13,N/A,Scaled to 10g,100%
Masala Urad Dal Vada,protein_g,7.55,0.5,N/A,Scaled to 10g,100%
Masala Urad Dal Vada,carbohydrates_g,17.33,1.16,N/A,Scaled to 10g,100%
Masala Urad Dal Vada,fat_g,12.512,0.83,N/A,Scaled to 10g,100%
Masala Urad Dal Vada,fiber_g,4.1,0.27,N/A,Scaled to 10g,100%
Masala Urad Dal Vada,sugar_g,1.8,0.12,N/A,Scaled to 10g,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),calories_kcal,133.0,26.6,N/A,Scaled to 30g,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),protein_g,3.2,0.64,N/A,Scaled to 30g,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),carbohydrates_g,27.3,5.46,N/A,Scaled to 30g,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),fat_g,1.0,0.2,N/A,Scaled to 30g,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),fiber_g,5.2,1.04,N/A,Scaled to 30g,100%
Tomato Ginger Chutney (Tamatar Adarak Ki Chutney),sugar_g,3.9,0.78,N/A,Scaled to 30g,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),calories_kcal,130.0,26.0,N/A,Scaled to 30g,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),protein_g,4.6,0.92,N/A,Scaled to 30g,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),carbohydrates_g,24.7,4.94,N/A,Scaled to 30g,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),fat_g,1.1,0.22,N/A,Scaled to 30g,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),fiber_g,7.4,1.48,N/A,Scaled to 30g,100%
Mint Tomato Chutney (Pudinay Aur Tamatar Ki Chutney),sugar_g,4.9,0.98,N/A,Scaled to 30g,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),calories_kcal,128.0,25.6,N/A,Scaled to 30g,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),protein_g,4.1,0.82,N/A,Scaled to 30g,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),carbohydrates_g,24.5,4.9,N/A,Scaled to 30g,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),fat_g,1.1,0.22,N/A,Scaled to 30g,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),fiber_g,6.9,1.38,N/A,Scaled to 30g,100%
Coriander Chutney (Hare Dhaniye Ki Chutney),sugar_g,2.1,0.42,N/A,Scaled to 30g,100%
Gooseberry Chutney (Amla Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Gooseberry Chutney (Amla Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Gooseberry Chutney (Amla Chutney),calories_kcal,129.0,25.8,N/A,Scaled to 30g,100%
Gooseberry Chutney (Amla Chutney),protein_g,4.3,0.86,N/A,Scaled to 30g,100%
Gooseberry Chutney (Amla Chutney),carbohydrates_g,26.5,5.3,N/A,Scaled to 30g,100%
Gooseberry Chutney (Amla Chutney),fat_g,1.9,0.38,N/A,Scaled to 30g,100%
Gooseberry Chutney (Amla Chutney),fiber_g,4.3,0.86,N/A,Scaled to 30g,100%
Gooseberry Chutney (Amla Chutney),sugar_g,4.4,0.88,N/A,Scaled to 30g,100%
Walnut Chutney (Akhrot Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Walnut Chutney (Akhrot Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Walnut Chutney (Akhrot Ki Chutney),calories_kcal,926.0,185.2,N/A,Scaled to 30g,100%
Walnut Chutney (Akhrot Ki Chutney),protein_g,23.6,4.72,N/A,Scaled to 30g,100%
Walnut Chutney (Akhrot Ki Chutney),carbohydrates_g,22.3,4.46,N/A,Scaled to 30g,100%
Walnut Chutney (Akhrot Ki Chutney),fat_g,83.6,16.72,N/A,Scaled to 30g,100%
Walnut Chutney (Akhrot Ki Chutney),fiber_g,4.2,0.84,N/A,Scaled to 30g,100%
Walnut Chutney (Akhrot Ki Chutney),sugar_g,3.1,0.62,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Ginger,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Saunth/Sonth Chutney With Ginger,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Ginger,calories_kcal,126.0,25.2,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Ginger,protein_g,0.4,0.08,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Ginger,carbohydrates_g,30.9,6.18,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Ginger,fat_g,0.2,0.04,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Ginger,fiber_g,6.8,1.36,N/A,Scaled to 30g,100%
Saunth/Sonth Chutney With Ginger,sugar_g,5.0,1.0,N/A,Scaled to 30g,100%
Gun Powder Chutney,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Gun Powder Chutney,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Gun Powder Chutney,calories_kcal,628.0,125.6,N/A,Scaled to 30g,100%
Gun Powder Chutney,protein_g,44.99,9.0,N/A,Scaled to 30g,100%
Gun Powder Chutney,carbohydrates_g,99.42,19.88,N/A,Scaled to 30g,100%
Gun Powder Chutney,fat_g,5.59,1.12,N/A,Scaled to 30g,100%
Gun Powder Chutney,fiber_g,20.6,4.12,N/A,Scaled to 30g,100%
Gun Powder Chutney,sugar_g,13.1,2.62,N/A,Scaled to 30g,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),calories_kcal,782.0,156.4,N/A,Scaled to 30g,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),protein_g,29.51,5.9,N/A,Scaled to 30g,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),carbohydrates_g,84.12,16.82,N/A,Scaled to 30g,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),fat_g,36.38,7.28,N/A,Scaled to 30g,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),fiber_g,24.8,4.96,N/A,Scaled to 30g,100%
Dessicated Coconut Chutney (Sookhe Kase Nariyal Ki Chutney),sugar_g,10.5,2.1,N/A,Scaled to 30g,100%
Spicy Chutney Sandwich,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Spicy Chutney Sandwich,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Spicy Chutney Sandwich,calories_kcal,623.0,124.6,N/A,Scaled to 30g,100%
Spicy Chutney Sandwich,protein_g,21.8,4.36,N/A,Scaled to 30g,100%
Spicy Chutney Sandwich,carbohydrates_g,85.1,17.02,N/A,Scaled to 30g,100%
Spicy Chutney Sandwich,fat_g,24.0,4.8,N/A,Scaled to 30g,100%
Spicy Chutney Sandwich,fiber_g,12.1,2.42,N/A,Scaled to 30g,100%
Spicy Chutney Sandwich,sugar_g,16.8,3.36,N/A,Scaled to 30g,100%
Baked Eggs In Tomato Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Baked Eggs In Tomato Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Baked Eggs In Tomato Sauce,calories_kcal,120.0,12.0,N/A,Scaled to 15g,100%
Baked Eggs In Tomato Sauce,protein_g,7.4,0.74,N/A,Scaled to 15g,100%
Baked Eggs In Tomato Sauce,carbohydrates_g,5.7,0.57,N/A,Scaled to 15g,100%
Baked Eggs In Tomato Sauce,fat_g,7.8,0.78,N/A,Scaled to 15g,100%
Baked Eggs In Tomato Sauce,fiber_g,1.5,0.15,N/A,Scaled to 15g,100%
Baked Eggs In Tomato Sauce,sugar_g,0.6,0.06,N/A,Scaled to 15g,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),calories_kcal,638.0,127.6,N/A,Scaled to 30g,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),protein_g,8.4,1.68,N/A,Scaled to 30g,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),carbohydrates_g,51.1,10.22,N/A,Scaled to 30g,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),fat_g,43.9,8.78,N/A,Scaled to 30g,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),fiber_g,13.9,2.78,N/A,Scaled to 30g,100%
Garlic Chutney/Poondu Chutney (Garlic Ki Chutney),sugar_g,8.2,1.64,N/A,Scaled to 30g,100%
Schezwan Chutney,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Schezwan Chutney,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Schezwan Chutney,calories_kcal,512.0,102.4,N/A,Scaled to 30g,100%
Schezwan Chutney,protein_g,8.3,1.66,N/A,Scaled to 30g,100%
Schezwan Chutney,carbohydrates_g,27.0,5.4,N/A,Scaled to 30g,100%
Schezwan Chutney,fat_g,44.3,8.86,N/A,Scaled to 30g,100%
Schezwan Chutney,fiber_g,6.1,1.22,N/A,Scaled to 30g,100%
Schezwan Chutney,sugar_g,2.8,0.56,N/A,Scaled to 30g,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),calories_kcal,215.0,43.0,N/A,Scaled to 30g,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),protein_g,4.5,0.9,N/A,Scaled to 30g,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),carbohydrates_g,20.3,4.06,N/A,Scaled to 30g,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),fat_g,12.6,2.52,N/A,Scaled to 30g,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),fiber_g,2.5,0.5,N/A,Scaled to 30g,100%
Onion Chutney (Onion Ki Chutney/Vengaya Chutney),sugar_g,1.3,0.26,N/A,Scaled to 30g,100%
Dates Chutney (Khajoor Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Dates Chutney (Khajoor Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Dates Chutney (Khajoor Ki Chutney),calories_kcal,155.0,31.0,N/A,Scaled to 30g,100%
Dates Chutney (Khajoor Ki Chutney),protein_g,1.6,0.32,N/A,Scaled to 30g,100%
Dates Chutney (Khajoor Ki Chutney),carbohydrates_g,32.5,6.5,N/A,Scaled to 30g,100%
Dates Chutney (Khajoor Ki Chutney),fat_g,1.7,0.34,N/A,Scaled to 30g,100%
Dates Chutney (Khajoor Ki Chutney),fiber_g,7.3,1.46,N/A,Scaled to 30g,100%
Dates Chutney (Khajoor Ki Chutney),sugar_g,3.1,0.62,N/A,Scaled to 30g,100%
Masala Souffle,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Masala Souffle,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Masala Souffle,calories_kcal,185.0,12.33,N/A,Scaled to 10g,100%
Masala Souffle,protein_g,9.6,0.64,N/A,Scaled to 10g,100%
Masala Souffle,carbohydrates_g,12.0,0.8,N/A,Scaled to 10g,100%
Masala Souffle,fat_g,11.1,0.74,N/A,Scaled to 10g,100%
Masala Souffle,fiber_g,1.9,0.13,N/A,Scaled to 10g,100%
Masala Souffle,sugar_g,1.4,0.09,N/A,Scaled to 10g,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),calories_kcal,163.0,32.6,N/A,Scaled to 30g,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),protein_g,1.3,0.26,N/A,Scaled to 30g,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),carbohydrates_g,37.6,7.52,N/A,Scaled to 30g,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),fat_g,0.7,0.14,N/A,Scaled to 30g,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),fiber_g,7.6,1.52,N/A,Scaled to 30g,100%
Tamarind Chutney (Chintapandu Pachadi/Puli Chutney),sugar_g,2.1,0.42,N/A,Scaled to 30g,100%
Pav Bhaji Masala,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Pav Bhaji Masala,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Pav Bhaji Masala,calories_kcal,576.0,38.4,N/A,Scaled to 10g,100%
Pav Bhaji Masala,protein_g,22.8,1.52,N/A,Scaled to 10g,100%
Pav Bhaji Masala,carbohydrates_g,72.9,4.86,N/A,Scaled to 10g,100%
Pav Bhaji Masala,fat_g,27.4,1.83,N/A,Scaled to 10g,100%
Pav Bhaji Masala,fiber_g,8.5,0.57,N/A,Scaled to 10g,100%
Pav Bhaji Masala,sugar_g,12.8,0.85,N/A,Scaled to 10g,100%
Green Chutney,serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Green Chutney,serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Green Chutney,calories_kcal,119.0,23.8,N/A,Scaled to 30g,100%
Green Chutney,protein_g,8.1,1.62,N/A,Scaled to 30g,100%
Green Chutney,carbohydrates_g,15.0,3.0,N/A,Scaled to 30g,100%
Green Chutney,fat_g,2.4,0.48,N/A,Scaled to 30g,100%
Green Chutney,fiber_g,2.6,0.52,N/A,Scaled to 30g,100%
Green Chutney,sugar_g,2.0,0.4,N/A,Scaled to 30g,100%
Mustard Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Mustard Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Mustard Sauce,calories_kcal,396.0,39.6,N/A,Scaled to 15g,100%
Mustard Sauce,protein_g,10.0,1.0,N/A,Scaled to 15g,100%
Mustard Sauce,carbohydrates_g,20.7,2.07,N/A,Scaled to 15g,100%
Mustard Sauce,fat_g,30.4,3.04,N/A,Scaled to 15g,100%
Mustard Sauce,fiber_g,3.3,0.33,N/A,Scaled to 15g,100%
Mustard Sauce,sugar_g,1.1,0.11,N/A,Scaled to 15g,100%
Pasta Spinach Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Pasta Spinach Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Pasta Spinach Sauce,calories_kcal,128.0,12.8,N/A,Scaled to 15g,100%
Pasta Spinach Sauce,protein_g,2.6,0.26,N/A,Scaled to 15g,100%
Pasta Spinach Sauce,carbohydrates_g,2.6,0.26,N/A,Scaled to 15g,100%
Pasta Spinach Sauce,fat_g,11.9,1.19,N/A,Scaled to 15g,100%
Pasta Spinach Sauce,fiber_g,0.0,0.0,N/A,Scaled to 15g,100%
Pasta Spinach Sauce,sugar_g,0.0,0.0,N/A,Scaled to 15g,100%
Plum Chutney (Aloo Bukhara Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Plum Chutney (Aloo Bukhara Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Plum Chutney (Aloo Bukhara Ki Chutney),calories_kcal,442.0,88.4,N/A,Scaled to 30g,100%
Plum Chutney (Aloo Bukhara Ki Chutney),protein_g,1.2,0.24,N/A,Scaled to 30g,100%
Plum Chutney (Aloo Bukhara Ki Chutney),carbohydrates_g,112.4,22.48,N/A,Scaled to 30g,100%
Plum Chutney (Aloo Bukhara Ki Chutney),fat_g,0.7,0.14,N/A,Scaled to 30g,100%
Plum Chutney (Aloo Bukhara Ki Chutney),fiber_g,11.9,2.38,N/A,Scaled to 30g,100%
Plum Chutney (Aloo Bukhara Ki Chutney),sugar_g,15.5,3.1,N/A,Scaled to 30g,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),serving_size_g,150.0,30,N/A,Realistic condiment/spice serving size,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),serving_size_g,150.0,30.0,N/A,Scaled to 30g,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),calories_kcal,482.0,96.4,N/A,Scaled to 30g,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),protein_g,1.3,0.26,N/A,Scaled to 30g,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),carbohydrates_g,124.8,24.96,N/A,Scaled to 30g,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),fat_g,0.4,0.08,N/A,Scaled to 30g,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),fiber_g,30.3,6.06,N/A,Scaled to 30g,100%
Raw Mango Chutney (Kachhe Aam/Kairi Ki Chutney),sugar_g,9.1,1.82,N/A,Scaled to 30g,100%
Tomato Sauce,serving_size_g,150.0,15,N/A,Realistic condiment/spice serving size,100%
Tomato Sauce,serving_size_g,150.0,15.0,N/A,Scaled to 15g,100%
Tomato Sauce,calories_kcal,102.0,10.2,N/A,Scaled to 15g,100%
Tomato Sauce,protein_g,2.4,0.24,N/A,Scaled to 15g,100%
Tomato Sauce,carbohydrates_g,21.7,2.17,N/A,Scaled to 15g,100%
Tomato Sauce,fat_g,0.8,0.08,N/A,Scaled to 15g,100%
Tomato Sauce,fiber_g,3.6,0.36,N/A,Scaled to 15g,100%
Tomato Sauce,sugar_g,2.1,0.21,N/A,Scaled to 15g,100%
Garam Masala,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Garam Masala,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Garam Masala,calories_kcal,635.0,42.33,N/A,Scaled to 10g,100%
Garam Masala,protein_g,24.7,1.65,N/A,Scaled to 10g,100%
Garam Masala,carbohydrates_g,65.5,4.37,N/A,Scaled to 10g,100%
Garam Masala,fat_g,27.4,1.83,N/A,Scaled to 10g,100%
Garam Masala,fiber_g,16.4,1.09,N/A,Scaled to 10g,100%
Garam Masala,sugar_g,3.5,0.23,N/A,Scaled to 10g,100%
Chat Masala,serving_size_g,150.0,10,N/A,Realistic condiment/spice serving size,100%
Chat Masala,serving_size_g,150.0,10.0,N/A,Scaled to 10g,100%
Chat Masala,calories_kcal,556.0,37.07,N/A,Scaled to 10g,100%
Chat Masala,protein_g,20.5,1.37,N/A,Scaled to 10g,100%
Chat Masala,carbohydrates_g,59.7,3.98,N/A,Scaled to 10g,100%
Chat Masala,fat_g,24.8,1.65,N/A,Scaled to 10g,100%
Chat Masala,fiber_g,12.3,0.82,N/A,Scaled to 10g,100%
